hospital_name,district,state
Devishetty Super Speciality Hospital,Hyderabad,Telangana
Janani Hospital,Hyderabad,Telangana
Javelin Hospitals,Hyderabad,Telangana
Navodaya Nursing Home,Hyderabad,Telangana
Ramantapur Hospital,Hyderabad,Telangana
Sai Datta Hospital,Hyderabad,Telangana
Shree Jayakrishna Hospital,Hyderabad,Telangana
Sri Gayatri Hospital,Hyderabad,Telangana
Swathi Childrens Hospital,Hyderabad,Telangana
Devi Maternity Home,Hyderabad,Telangana
Jayaprada Hospital,Hyderabad,Telangana
Pratibha Maternity Home,Hyderabad,Telangana
Soumya Multispeciality Hospital,Hyderabad,Telangana
Vamshi Hospital,Hyderabad,Telangana
Bhavika Nursing Home,Hyderabad,Telangana
Disneys Medi-Kid Hospitals Pvt. Ltd,Hyderabad,Telangana
Indo- Us Superspeciality Hospital,Hyderabad,Telangana
Mela Hospital,Hyderabad,Telangana
Svr Hospital,Hyderabad,Telangana
Vatsalya Institute Of Pediatrics Hospital,Hyderabad,Telangana
Vivekananda Hospital,Hyderabad,Telangana
Anand Vitreo Retina Institute Pvt Ltd,Hyderabad,Telangana
Chavan Health Care Pvt Ltd,Hyderabad,Telangana
Innova Childrens Heart Hospital,Hyderabad,Telangana
Manjary Multispeciality Hospital,Hyderabad,Telangana
Meda Hospital Pvt Ltd,Hyderabad,Telangana
Meena Hospital,Hyderabad,Telangana
Sri Santosh Hospital,Hyderabad,Telangana
The Apollo Clinic (Tarnaka),Hyderabad,Telangana
B K R Hospital,Hyderabad,Telangana
Gayathri Super Speciality Hospital,Hyderabad,Telangana
Leela Hospital,Hyderabad,Telangana
Poojitha Hospital,Hyderabad,Telangana
Sri Bhargavi Hospital,Hyderabad,Telangana
Srija Maternity and Nusing Home,Hyderabad,Telangana
St.Theresa Shospitals,Hyderabad,Telangana
Vijaya Krishna Nursing Home,Hyderabad,Telangana
Dangoria Maternity and Nursing Home,Hyderabad,Telangana
Nikhil Super Sp Hospital,Hyderabad,Telangana
Praja Sai Hospital,Hyderabad,Telangana
Sablok Hospital,Hyderabad,Telangana
Shadan Institute Of Medical Sciences (Sims),Hyderabad,Telangana
Sowmya Hospital,Hyderabad,Telangana
Sridevi Hospital,Hyderabad,Telangana
Sudarshan Hospital,Hyderabad,Telangana
Sravani Hospital,Hyderabad,Telangana
Alpha Super Speciality Hospital,Hyderabad,Telangana
Imtiyaz Hospital,Hyderabad,Telangana
Jaferia Hospital,Hyderabad,Telangana
New Life Hospital,Hyderabad,Telangana
The Muslim Maternity and Zanana General Hsopital,Hyderabad,Telangana
Ashok Kumar Hospital,Hyderabad,Telangana
Pulse Multispeciality Hospital,Hyderabad,Telangana
Saluja Multispeciality Hospital,Hyderabad,Telangana
Shubhodaya Nursing Home,Hyderabad,Telangana
Basant Sahney Hospitals,Hyderabad,Telangana
Dr N Narayanraos Secunderabad Nursing Home,Hyderabad,Telangana
Geetha Maternity And Multi Speciality,Hyderabad,Telangana
Nephroplus Kidney Hospital,Hyderabad,Telangana
Pushpagiri Vitreo Retinal Institute,Hyderabad,Telangana
Secunderabad Nursing Home,Hyderabad,Telangana
Shenoy Nursing Home,Hyderabad,Telangana
Sree Maruthi Nursing Home,Hyderabad,Telangana
Taraporewalla Nursing Home,Hyderabad,Telangana
Cc Shroff Memorial Hospital,Hyderabad,Telangana
Geeta Clinic And Maternity Home,Hyderabad,Telangana
Safe Heart Aunit Of Kolluri Advanced Lifecare,Hyderabad,Telangana
Shalini Hospital For Women and Children,Hyderabad,Telangana
Sri Ramkrishna Hospital,Hyderabad,Telangana
Venkatesh Borgaonker Nursing Home,Hyderabad,Telangana
Woodlands Hospital,Hyderabad,Telangana
Al-Noor Hospital,Hyderabad,Telangana
Amrutha Hospital For Health and Fitness,Hyderabad,Telangana
Anusha Hospital,Hyderabad,Telangana
Apollo Emergency Hospital,Hyderabad,Telangana
Aries Maternity,Hyderabad,Telangana
Ayodhya Nursing Home,Hyderabad,Telangana
Dr Seemas Aries Maternity Hospital,Hyderabad,Telangana
Hyderabad Hospitals,Hyderabad,Telangana
Jaya Bhushan Hospitals Pvt Ltd,Hyderabad,Telangana
Little Hearts Children Hospital,Hyderabad,Telangana
M/S Premier Hospital Pvt Ltd,Hyderabad,Telangana
"Millenium Hospitals Pvt Ltd,",Hyderabad,Telangana
Nice Hospital For Children,Hyderabad,Telangana
Preethi Life Line Hospital,Hyderabad,Telangana
Raja Hospital,Hyderabad,Telangana
Apollo Emergency Hospital,Hyderabad,Telangana
Apollo Hospitals,Hyderabad,Telangana
Cdr Hospitals,Hyderabad,Telangana
Desai Nursing Home,Hyderabad,Telangana
Dharani Hospital,Hyderabad,Telangana
Fernandez Hospital Pvt.Ltd - Hyderguda,Hyderabad,Telangana
Ganga Hospital,Hyderabad,Telangana
Kirloskar Hospital,Hyderabad,Telangana
Lakshmi Clinic Desai Nursing Home,Hyderabad,Telangana
Lakshmi Maternity and Nursing Home,Hyderabad,Telangana
Mahesh Hospital And Research Foundation,Hyderabad,Telangana
Padmavati Hospital,Hyderabad,Telangana
Radha Rani Nursing Home,Hyderabad,Telangana
Ravi Helios Hospital,Hyderabad,Telangana
Sai Krishna Super Speciality Neuro Hospital Pvt. Ltd.,Hyderabad,Telangana
Seetharam Nursing Home,Hyderabad,Telangana
Sreem Remedy Super Spl Hospital,Hyderabad,Telangana
Sri Sai Srinivasa Speciality Hospitals Pvt. Ltd,Hyderabad,Telangana
Sri Venkateshwara Nursing Home,Hyderabad,Telangana
Sumanchandra Hospital,Hyderabad,Telangana
Sunrise Superspeciality Children Hospital,Hyderabad,Telangana
Anitha Nursing Home,Hyderabad,Telangana
Beams Hospitals Pvt Ltd,Hyderabad,Telangana
Image Super Speciality Hospital,Hyderabad,Telangana
Pacific Hospitals Pvt. Ltd. - Hyderabad,Hyderabad,Telangana
Praanadah Hospital,Hyderabad,Telangana
Stopiles (Koya Health Care Pvt Ltd ),Hyderabad,Telangana
Vikram Hospital,Hyderabad,Telangana
Eva Care The Every Womans Clinic,Hyderabad,Telangana
Femina Womens Hospital,Hyderabad,Telangana
Maternal Health and Research Trust,Hyderabad,Telangana
Nephrocare Health Services Pvt Ltd,Hyderabad,Telangana
Nova Specialty Surgery,Hyderabad,Telangana
Peoples Hospital,Hyderabad,Telangana
Star Hospital,Hyderabad,Telangana
Time Hospital,Hyderabad,Telangana
Uniqare Hospital,Hyderabad,Telangana
Amni Hospital,Hyderabad,Telangana
Aware Hospital,Hyderabad,Telangana
Bhaskara Multi Speciality Hospitals,Hyderabad,Telangana
Hyma Children Hospital,Hyderabad,Telangana
Induss Hospitals,Hyderabad,Telangana
Kiran Hospital,Hyderabad,Telangana
Navya Hospitals,Hyderabad,Telangana
S L M S Hospital,Hyderabad,Telangana
Sri Srinivasa Nursing Home,Hyderabad,Telangana
Susheela Hospital,Hyderabad,Telangana
Anitha Nursing Home,Hyderabad,Telangana
Chethana Hospital,Hyderabad,Telangana
Datta Chandra Hospitals Pvt Ltd,Hyderabad,Telangana
Hedge Maternity and Nursing Home,Hyderabad,Telangana
Medicare Hospital,Hyderabad,Telangana
Meditek Hospital,Hyderabad,Telangana
Moosi Maternity and Genernal Hospital,Hyderabad,Telangana
Pushpa Maternity and Nursing Home,Hyderabad,Telangana
Shalivahana Nagar,Hyderabad,Telangana
Shashi Hospital,Hyderabad,Telangana
Sri Lakshmi Multispeciality Hospital,Hyderabad,Telangana
"Susrutha Hospital - Malakpet,Hyderabad",Hyderabad,Telangana
Vamshi Hospital,Hyderabad,Telangana
Venus Multi Speciality Hospital,Hyderabad,Telangana
Jayasai Hospital For Women,Hyderabad,Telangana
Kid Care Childrens Hospital,Hyderabad,Telangana
Axon Hospital,Hyderabad,Telangana
Bhavya Hospitals,Hyderabad,Telangana
Gsn Hospital,Hyderabad,Telangana
Jaiswal Multi Speciality Hospitals,Hyderabad,Telangana
Nihar Orthopaedic and Multispeciality Hospital,Hyderabad,Telangana
Pumega Hospital - Hyderabad,Hyderabad,Telangana
Sai Nath Hospital,Hyderabad,Telangana
Satya Maternity And Nursing Home,Hyderabad,Telangana
Sree Priya Hospital`,Hyderabad,Telangana
Sunrich Hospital,Hyderabad,Telangana
Susheela Hospital,Hyderabad,Telangana
Sv Hospital,Hyderabad,Telangana
Ammaji Childrens Hospital,Hyderabad,Telangana
Anitha Nursing Home,Hyderabad,Telangana
K.N.H Hospital,Hyderabad,Telangana
Krishna Multi Speciality Hospital,Hyderabad,Telangana
Lakshmi Priya Surgical and Maternity Nursing Home,Hyderabad,Telangana
S. H. K. Hospital,Hyderabad,Telangana
Sathya Hospital,Hyderabad,Telangana
Shree Hrishikeshaya Hospitals Pvt. Ltd.,Hyderabad,Telangana
Shreeda Childrens Hospital,Hyderabad,Telangana
Spark Hospital,Hyderabad,Telangana
Sri Aparajitha Nursing Home,Hyderabad,Telangana
Sri Balaji Nursing Home,Hyderabad,Telangana
"Surya Hospital, Hyderabad",Hyderabad,Telangana
Svs Multi Speciality Hospital,Hyderabad,Telangana
Usha Maternity and Nurisng Home,Hyderabad,Telangana
Dhanunjaya Nursing Home,Hyderabad,Telangana
Focus Hospital,Hyderabad,Telangana
Life Spring Hospital,Hyderabad,Telangana
Nizam`S Institute Of Medical Sciences,Hyderabad,Telangana
Amar Maternity Nursing Home,Hyderabad,Telangana
Kishan Rao Hospital,Hyderabad,Telangana
Ramanaa Maternity Nursing Home,Hyderabad,Telangana
Tilaknagar Hospital Pvt Ltd,Hyderabad,Telangana
Anvitha Hospital,Hyderabad,Telangana
Fehmi Care Hospital,Hyderabad,Telangana
Pavithra Nursing Home,Hyderabad,Telangana
Sadanand Nursing Home,Hyderabad,Telangana
Seethal Nursing Home,Hyderabad,Telangana
Adr Hospital,Hyderabad,Telangana
Anukrushna Hospitals,Hyderabad,Telangana
Eashwar Clinic,Hyderabad,Telangana
Lk Hospital,Hyderabad,Telangana
Sai Keerthi Vydhyalaya Hospitals,Hyderabad,Telangana
Santoshi Maternity Hospital,Hyderabad,Telangana
Healthy Mother Wellness and Care (I) Pvt. Ltd,Hyderabad,Telangana
Lalitha Gayathri Hospital Pvt Ltd,Hyderabad,Telangana
Raja Hospital,Hyderabad,Telangana
Sarada Nursing Home,Hyderabad,Telangana
Sri Shankara Nethralaya,Hyderabad,Telangana
Vijaya Hospital,Hyderabad,Telangana
Archana Multi Speciality Hospital,Hyderabad,Telangana
Happy Children Hospital,Hyderabad,Telangana
Kiran Swetha Children Hospital - Hyderabad,Hyderabad,Telangana
Mirra Multi Specialty Hospital,Hyderabad,Telangana
Oarchid Hospital,Hyderabad,Telangana
Ragi Hospital,Hyderabad,Telangana
Rr Orthopaedic Hospital,Hyderabad,Telangana
Sai Anurag Hosptial Pvt Ltd,Hyderabad,Telangana
Sai Siva Chidrens Hospital and Polyclinic - Hyderabad,Hyderabad,Telangana
Sandhya Nursing Home,Hyderabad,Telangana
Stopiles Clinic,Hyderabad,Telangana
Vijaya Nursing Home,Hyderabad,Telangana
Vijaya Shree Hospital,Hyderabad,Telangana
Vishnu Hospital,Hyderabad,Telangana
Happy Children Hospital,Hyderabad,Telangana
Pulse Hospital,Hyderabad,Telangana
Srinivasa Nursing Home,Hyderabad,Telangana
Balaji Hospital,Hyderabad,Telangana
Carewell Diabetes and General Hospital,Hyderabad,Telangana
Dr. Laxman`S Children Hospital,Hyderabad,Telangana
Health Care General Hospital,Hyderabad,Telangana
Ragani Children's Hospital,Hyderabad,Telangana
Rr Hospital,Hyderabad,Telangana
S.V.K. Hospital (P) Ltd.,Hyderabad,Telangana
Sai Bhavani Super Speciality Hospital,Hyderabad,Telangana
Satya Sai Bhavani Hospital Pvt Ltd,Hyderabad,Telangana
Sigma Hospitals,Hyderabad,Telangana
Suguna Sree Nursing Home,Hyderabad,Telangana
Swaroopa Multi Speciality Hospital,Hyderabad,Telangana
Sriya Hospital,Hyderabad,Telangana
Mansoor Maternity And Childrens Hospital,Hyderabad,Telangana
Nirmala Maternity And Orthopaedic And General Hospital,Hyderabad,Telangana
Rohan Hospital,Hyderabad,Telangana
Vijayanagar Nursing Home,Hyderabad,Telangana
Ankith Multispeciality Hospital,Hyderabad,Telangana
Himabindu Multi Speciality Hospital,Hyderabad,Telangana
Krishna Sai Multispeciality Hospital,Hyderabad,Telangana
Maruthi Hospital,Hyderabad,Telangana
Nightingale Hospital,Hyderabad,Telangana
Ratna Maternity and Nursing Home,Hyderabad,Telangana
Sai Nursing Home,Hyderabad,Telangana
Sri Savitha Multi Speciality Hospital,Hyderabad,Telangana
"Sunita Children,S Hospital",Hyderabad,Telangana
Vivek Hospital,Hyderabad,Telangana
Akshaya Care Multi Speciality Hospital,Hyderabad,Telangana
Geetha Multi Speciality Hospital,Hyderabad,Telangana
Krishna Maternity And Nursing Home,Hyderabad,Telangana
Sri Tirumala Maternity and Nursing Home,Hyderabad,Telangana
Aruna Hospital,Hyderabad,Telangana
Asha Hospital,Hyderabad,Telangana
Aswini Super Speciality Hospital,Hyderabad,Telangana
"Cdr Hospital,Punjagutta,Hyd",Hyderabad,Telangana
Dr. A S Rao Nagar Nursing Home,Hyderabad,Telangana
"Kamalanagar, Opp. Round Building, Ecil X Roads, Hyderabad-62",Hyderabad,Telangana
Life Line Poly Clinic and Nursing Home,Hyderabad,Telangana
New Life Line Multi Specialty Hospital,Hyderabad,Telangana
Poulomi Hospital,Hyderabad,Telangana
Raghavendra Hospital,Hyderabad,Telangana
Shreyas Hospital,Hyderabad,Telangana
Soorya Orthopaedic Hospital,Hyderabad,Telangana
Sri Sai Ammulu Hospital,Hyderabad,Telangana
Sri Sai Kamla Hospital,Hyderabad,Telangana
Sri Srinivasa Hospital,Hyderabad,Telangana
Thatha Hospital-Hyderabad,Hyderabad,Telangana
Tulasi Hospitals - Hyderabad,Hyderabad,Telangana
Vanaja Hospitals,Hyderabad,Telangana
Vijaya Multispeciality Hospital,Hyderabad,Telangana
Eswar Lakshmi Hospital,Hyderabad,Telangana
Care Well Hospital,Hyderabad,Telangana
Meds Hospital,Hyderabad,Telangana
Abhaya Multi Speciality Hospital,Hyderabad,Telangana
Apple Hospital,Hyderabad,Telangana
Ark Hospital,Hyderabad,Telangana
"Dr. Agarwals Healthcare Ltd, Kukatpally",Hyderabad,Telangana
Harsha Hospitals,Hyderabad,Telangana
Jk Hospital,Hyderabad,Telangana
Kamala Hospital,Hyderabad,Telangana
Kavya Nursing Home,Hyderabad,Telangana
Konaseema Hospital,Hyderabad,Telangana
Mamata Nursing Home,Hyderabad,Telangana
Mamtha Hospital,Hyderabad,Telangana
Merit Care Hospital,Hyderabad,Telangana
Metro Hospital,Hyderabad,Telangana
Padmaavathi Netralaya,Hyderabad,Telangana
Pooja Hospital,Hyderabad,Telangana
Prerana Hospital,Hyderabad,Telangana
Ramdev Rao Memorial General Hospital,Hyderabad,Telangana
Ravi Hospital,Hyderabad,Telangana
S.V. Pooja Hospital,Hyderabad,Telangana
Sagar Hospital,Hyderabad,Telangana
Sandeep Nursing Home,Hyderabad,Telangana
Sreevathsa Family Friends Hospital,Hyderabad,Telangana
Sri Balaji Hospital,Hyderabad,Telangana
Srinivasa Maternity and Multi Speciality Nursing Home,Hyderabad,Telangana
Sriven Hospital,Hyderabad,Telangana
Sujatha Nursing Home,Hyderabad,Telangana
Sumana Hospital,Hyderabad,Telangana
Sushma Nursing Home,Hyderabad,Telangana
Svs Children Hospital,Hyderabad,Telangana
V.M.R Hospital,Hyderabad,Telangana
Varsha Hospital,Hyderabad,Telangana
Vignesh Nursing Home,Hyderabad,Telangana
Heritage Hospital,Hyderabad,Telangana
Image Hospital,Hyderabad,Telangana
Shree Nursing Home,Hyderabad,Telangana
Sree Janapriya Hospitals,Hyderabad,Telangana
Tanvir Hospital,Hyderabad,Telangana
Aruna Hospital,Hyderabad,Telangana
Healthcare Hospitals,Hyderabad,Telangana
Raksha Multi Speciality Hospital,Hyderabad,Telangana
S S Multi Speciality Hospital,Hyderabad,Telangana
Sai Sharan Hospital,Hyderabad,Telangana
Santosh Nagar General Hospital,Hyderabad,Telangana
Savitha Multi Speciality Hospital,Hyderabad,Telangana
Eashwar Lakshmi Hospital,Hyderabad,Telangana
Jagadamba Hospitals (P) Ltd,Hyderabad,Telangana
Sri Narmada Hospital,Hyderabad,Telangana
Vasundhara Nursing Home,Hyderabad,Telangana
Haritha Hospital,Hyderabad,Telangana
Image Hospitals,Hyderabad,Telangana
"Little Star Childrens Hospital (A Unit Of Thirumala Child Health Services Pvt. Ltd),",Hyderabad,Telangana
Matrika Dr. Kalpanas Hospital,Hyderabad,Telangana
Santhigiri Auyrveda and Siddha Vaidyasala,Hyderabad,Telangana
Ushodhaya Hospital For Blood Disorders,Hyderabad,Telangana
Vishnu Nursing Home,Hyderabad,Telangana
Jain Multi Speciality Hospital,Hyderabad,Telangana
People's Hospital,Hyderabad,Telangana
Bhavans Sarada Devi Hospital,Hyderabad,Telangana
Nagarjuna Hospital Maternity and Nursing Home,Hyderabad,Telangana
Srinivasa Hospital,Hyderabad,Telangana
Vijaya Hospital,Hyderabad,Telangana
Apollo Hospitals,Hyderabad,Telangana
Mediciti Hospital,Hyderabad,Telangana
"KIMS Hospital, Secunderabad",Hyderabad,Telangana
Kamineni Hospital,Hyderabad,Telangana
Yashoda Hospital,Hyderabad,Telangana
Fernandez Hospital,Hyderabad,Telangana
Global Hospital,Hyderabad,Telangana
Homeocare International,Hyderabad,Telangana
Narayana Hrudayalaya Malla Reddy Hospital,Hyderabad,Telangana
Nizams Institute of Medical Sciences (NIMS),Hyderabad,Telangana
Sunshine Hospital,Hyderabad,Telangana
Citizens Hospital,Hyderabad,Telangana
Om Sai Hospitals,Hyderabad,Telangana
"Care Hospital, Nampally",Hyderabad,Telangana
Medwin Hospital,Hyderabad,Telangana
Sunshine Heart Institute,Hyderabad,Telangana
"CGHS Dispensary No.I, Charmina",Hyderabad,Telangana
"CGHS Dispensary No.II, Humayunagar",Hyderabad,Telangana
"CGHS Dispensary No.III,\nSecunderabad",Hyderabad,Telangana
"CGHS Dispensary No.IV,\nBegumpet",Hyderabad,Telangana
"CGHS Dispensary No.V,\nHumayatnagar",Hyderabad,Telangana
"CGHS Dispensary No.VI,\nKachiguda",Hyderabad,Telangana
"CGHS Dispensary No.VII,\nMalakpet",Hyderabad,Telangana
"CGHS Dispensary No.VII,\nKanchanbagh",Hyderabad,Telangana
"CGHS Dispensary No.IX,\nAlwal, Secunderabad",Hyderabad,Telangana
"CGHS Dispensary No.X,\nAmeerpet",Hyderabad,Telangana
"CGHS Dispensary No.XI,\nKakatiyanagar",Hyderabad,Telangana
"CGHS Dispensary No.XII,\nDilsuknagar",Hyderabad,Telangana
"CGHS Dispensary No.XII,\nTamaka",Hyderabad,Telangana
"PC-I, KS Bhawan",Hyderabad,Telangana
"PC-II, AGS Office Bldg.",Hyderabad,Telangana
PC Hyderabad,Hyderabad,Telangana
"Rainbow Hospital for Women and Children, Banjara Hills",Hyderabad,Telangana
"Rainbow Hospital for Women and Children, Secunderabad",Hyderabad,Telangana
Rainbow Childrens Hospital,Hyderabad,Telangana
Yashoda Super Speciality Hospital,Hyderabad,Telangana
Yashoda Super Speciality Hospital,Hyderabad,Telangana
Omega Hospital,Hyderabad,Telangana
"Prime Hospital, Ameerpet",Hyderabad,Telangana
"Prime Hospital, Kukatpally",Hyderabad,Telangana
"Lotus Children's Hospital, Lakdikapul",Hyderabad,Telangana
"Lotus Children's Hospital, Kukatpally",Hyderabad,Telangana
Omni Hospital,Hyderabad,Telangana
Udai Omni Hospital,Hyderabad,Telangana
Omni Hospital,Hyderabad,Telangana
"Aditya Hospital, ABIDS",Hyderabad,Telangana
"Aditya Hospital, Uppal",Hyderabad,Telangana
Sai Vani Super Specialty Hospital,Hyderabad,Telangana
Asian Institute of Nephrology and Urology,Hyderabad,Telangana
Sai Sanjeevini Hospital,Hyderabad,Telangana
Olive Hospital,Hyderabad,Telangana
"Ankura Hospital for Children and Women, Kukatpally",Hyderabad,Telangana
"Ankura Hospital for Children and Women, Secunderabad",Hyderabad,Telangana
"Ankura Children's Hospital, A.S.Rao Nagar",Hyderabad,Telangana
"Ankura Hospital, Boduppal",Hyderabad,Telangana
Anupama Hospital,Hyderabad,Telangana
Apollo DRDO Hospital,Hyderabad,Telangana
Apollo Hospital,Hyderabad,Telangana
Apollo Hospital,Hyderabad,Telangana
Apoorva Hospital,Hyderabad,Telangana
Asha Hospital,Hyderabad,Telangana
"Global Hospital, L.B.Nagar",Hyderabad,Telangana
Basavatarakam Indo American Cancer Hospital and Research Institute,Hyderabad,Telangana
Bristlecone Hospital,Hyderabad,Telangana
Candy Children's Hospital,Hyderabad,Telangana
Care Hospital,Hyderabad,Telangana
Guru Nanak Care Hospital,Hyderabad,Telangana
Challa Hospital,Hyderabad,Telangana
Disha Children's Hospital,Hyderabad,Telangana
Dr.Ramayya's Urology Nephrology Institute and Hospital Private Limited,Hyderabad,Telangana
Dr.Shantabai Nursing Home,Hyderabad,Telangana
Eesha Multispeciality Hospital,Hyderabad,Telangana
Harsha Hospital,Hyderabad,Telangana
Himagiri Hospital,Hyderabad,Telangana
Hope Children's Hospital,Hyderabad,Telangana
Hyderabad Nursing Home,Hyderabad,Telangana
Icon Hospital,Hyderabad,Telangana
J.J.Hospital,Hyderabad,Telangana
Janapareddy Hospital,Hyderabad,Telangana
Kadimi Nursing Home,Hyderabad,Telangana
Kamineni Hospital,Hyderabad,Telangana
Konark Hospital,Hyderabad,Telangana
Live Life Hospital,Hyderabad,Telangana
Majestic Hospital,Hyderabad,Telangana
Matrix Hospital,Hyderabad,Telangana
Medwin Hospital,Hyderabad,Telangana
Motherhood Hospital,Hyderabad,Telangana
Motherhood Hospital,Hyderabad,Telangana
Mythri Multi Speciality Hospital,Hyderabad,Telangana
Malla Reddy Narayana Multispeciality Hospital,Hyderabad,Telangana
Neelima,Hyderabad,Telangana
Neelima,Hyderabad,Telangana
Neelima,Hyderabad,Telangana
NEO BBC Childrens Hospital,Hyderabad,Telangana
NeoRetina,Hyderabad,Telangana
Pace Hospital,Hyderabad,Telangana
Pragna Hospital,Hyderabad,Telangana
Pranam Hospital,Hyderabad,Telangana
Prasad Hospital,Hyderabad,Telangana
Sridevi Nursing Home,Hyderabad,Telangana
Preeti Urology and Kidney Hospital,Hyderabad,Telangana
Raghava Multi Speciality Hospital,Hyderabad,Telangana
Ram Hospital,Hyderabad,Telangana
Remedy Hosptials,Hyderabad,Telangana
Sankhya Hospital,Hyderabad,Telangana
Sowmya Children's Hospital,Hyderabad,Telangana
Orange Hospital,Hyderabad,Telangana
Sri Holistic Hospital,Hyderabad,Telangana
Sri Srinivasa Hospital,Hyderabad,Telangana
Supraja Hospital,Hyderabad,Telangana
Suraksha Childrens Hospital,Hyderabad,Telangana
Surakshaka Multi Speciality Hospital,Hyderabad,Telangana
The Deccan Hospital,Hyderabad,Telangana
Udbhava Children's Hospital,Hyderabad,Telangana
Vcare Hospital,Hyderabad,Telangana
"Vasan Healthcare Private Limited, Ameerpet",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Begumpet",Hyderabad,Telangana
"Vasan Healthcare Private Limited, A.S.Rao Nagar",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Dilsukh Nagar",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Chandanagar",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Himayath Nagar",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Jubilee Hills",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Mehidipatnam",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Santosh Nagar",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Secunderabad",Hyderabad,Telangana
"Vasan Healthcare Private Limited, Kukatpally",Hyderabad,Telangana
Vijay Marie Hospital,Hyderabad,Telangana
Vijaya Health Care,Hyderabad,Telangana
Xenia Multi Speciality Hospital,Hyderabad,Telangana
Gandhi Medical College and Hospital,Hyderabad,Telangana
Amrutha Nursing Home,Karimnagar,Telangana
Apollo Reach Hospital,Karimnagar,Telangana
Aryan Care and Cure Hospital,Karimnagar,Telangana
Chalmeda Anand Rao Institute Of Medical Sciences,Karimnagar,Telangana
Devishetty Super Speciality Hospital,Karimnagar,Telangana
Dr Lakshmans Institute Of Orthopaedics,Karimnagar,Telangana
Dr. V.Bhoom Redys Hospital,Karimnagar,Telangana
Dr.Bhoom Reddy Hospital,Karimnagar,Telangana
Latha Maternity Nursing Home,Karimnagar,Telangana
Pallavi Childrens Hospital,Karimnagar,Telangana
Praja Hospital,Karimnagar,Telangana
Prathima Institute Of Medical Sciences,Karimnagar,Telangana
Renee Hospital,Karimnagar,Telangana
Rohan Hospital,Karimnagar,Telangana
Sai Ram Multispeciality Hospitals,Karimnagar,Telangana
Samatha Nursing Home,Karimnagar,Telangana
Sanjeevanee Nursing Home,Karimnagar,Telangana
Savitha Orthopaedic and Truma Care,Karimnagar,Telangana
Shivananda Children`S and Maternity Hospital,Karimnagar,Telangana
Shri Chandra Hospital,Karimnagar,Telangana
Siva Rama Hospitals,Karimnagar,Telangana
Soumya Hospital,Karimnagar,Telangana
Spring Hospital,Karimnagar,Telangana
Sri Sai Nursing Home,Karimnagar,Telangana
Sri Sai Praja Hospital Pvt Ltd,Karimnagar,Telangana
Surya Nursing Home (Karim),Karimnagar,Telangana
Swetha Nursing Home,Karimnagar,Telangana
Vamshi Krishna Hospital,Karimnagar,Telangana
Vani Maternity Nursing Home,Karimnagar,Telangana
Vasudeva Hospital,Karimnagar,Telangana
Mamta Nursing Home,Karimnagar,Telangana
Sri Balaji Maternity and Surgical Nursing Home,Karimnagar,Telangana
Sri Rama Multi Speciality Hospital,Karimnagar,Telangana
Uma Priya Maternity And Nursing Home,Karimnagar,Telangana
Sri Ganesh Hospital,Karimnagar,Telangana
Sri Sai Hospital,Karimnagar,Telangana
Vijaya Hospital,Karimnagar,Telangana
Ambica Hospital,Karimnagar,Telangana
Rahul Hospital,Karimnagar,Telangana
Sainath Reddy Memorial Hospital,Karimnagar,Telangana
Surekha Hospital,Karimnagar,Telangana
Surendra Nehru Hospital,Karimnagar,Telangana
Surya Hospitals,Karimnagar,Telangana
Vijaya Children`S Hospital,Karimnagar,Telangana
Sri Jaya Maternity Home,Karimnagar,Telangana
Dr. Purnachander Memorial Hospital,Karimnagar,Telangana
Praja Vaidya Shala,Karimnagar,Telangana
Srujan Children Hospital,Karimnagar,Telangana
Vani Nursing Home,Karimnagar,Telangana
Parthasarathi Chilrens And Maternity Nursing Home,Karimnagar,Telangana
Sri Sai Praja Hospital,Karimnagar,Telangana
Sri Venkateswara Hospital,Karimnagar,Telangana
Ashwini Hospital,Karimnagar,Telangana
Keshava Children Nursing Home,Karimnagar,Telangana
Koratla Nursing Home,Karimnagar,Telangana
Ravi Childrens Hospital,Karimnagar,Telangana
Sairam Children and Maternity Nursing Home,Karimnagar,Telangana
Shiva Sai Hospital,Karimnagar,Telangana
Srinivasa Maternity and Surgical Nursing Home,Karimnagar,Telangana
Surekha Nursing Home,Karimnagar,Telangana
Geetha Orthopedic and Meternity Nursing Home,Karimnagar,Telangana
Kavya Shree Nursing Home,Karimnagar,Telangana
Manasa E.N.T. Hospotal,Karimnagar,Telangana
Mumbai Hospital,Karimnagar,Telangana
Om Sai Hospital,Karimnagar,Telangana
Pallavi Maternity and Nursing Home,Karimnagar,Telangana
Sadhana Hospital For Children,Karimnagar,Telangana
Sai Ram Hospitals - Jagtial,Karimnagar,Telangana
Shankar Hospital,Karimnagar,Telangana
Shanthi Hospital,Karimnagar,Telangana
Shradha Hospital,Karimnagar,Telangana
Sri Laxmi Nursing Home,Karimnagar,Telangana
Sri Sai Nursing Home,Karimnagar,Telangana
